Ticker,Year,Total Liabilities,Total Equity,Long-Term Debt,Net Income,Operating Income,Profit Margin,Total Revenue,Debt_to_Equity,Debt_to_Revenue,Debt_Group
AMGN,2015,43366000000.0,28083000000.0,29182000000.0,6939000000.0,8470000000.0,32.0,21662000000.0,1.5442082398604138,1.3471516942110608,Medium Debt
FLR,2015,4628059000.0,2997347000.0,986564000.0,412512000.0,686471000.0,2.0,18114048000.0,1.544051789799446,0.054464027035812206,Medium Debt
ANTM,2013,37425000000.0,24251300000.0,15043900000.0,2569700000.0,4368100000.0,3.0,73874100000.0,1.5432162399541467,0.20364241324090582,Medium Debt
DLR,2012,5350909000.0,3468305000.0,3554836000.0,210334000.0,366078000.0,16.0,1279067000.0,1.542802319865179,2.7792414314496425,Medium Debt
BBBY,2015,3939400000.0,2559540000.0,1500000000.0,841489000.0,1414903000.0,7.0,12103887000.0,1.5391046828727037,0.12392713183789637,Medium Debt
COG,2014,3294983000.0,2142733000.0,1752000000.0,104468000.0,106186000.0,5.0,2173011000.0,1.537747820190383,0.8062545472618409,Medium Debt
CTXS,2014,3338362000.0,2173645000.0,1292953000.0,251723000.0,302311000.0,8.0,3142856000.0,1.53583588856506,0.4113942859615585,Medium Debt
APD,2013,10808000000.0,7042100000.0,5056300000.0,994200000.0,1324400000.0,10.0,10180400000.0,1.5347694579741837,0.4966700719028722,Medium Debt
BSX,2013,10032000000.0,6539000000.0,4237000000.0,-121000000.0,120000000.0,2.0,7143000000.0,1.5341795381556813,0.5931681366372673,Medium Debt
HPE,2016,48231000000.0,31448000000.0,12608000000.0,3161000000.0,4150000000.0,6.0,50123000000.0,1.5336746374968202,0.25154120862677815,Medium Debt
LLL,2012,8349000000.0,5451000000.0,3629000000.0,784000000.0,1308000000.0,6.0,13107000000.0,1.5316455696202531,0.2768749523155566,Medium Debt
RSG,2013,12045700000.0,7903500000.0,7002400000.0,588900000.0,1210300000.0,7.0,8417200000.0,1.5240969190864806,0.8319156013876349,Medium Debt
CHK,2012,23715000000.0,15569000000.0,12157000000.0,-769000000.0,-1694000000.0,6.0,12316000000.0,1.5232192176761514,0.987089964274115,Medium Debt
MMC,2014,10739000000.0,7054000000.0,3379000000.0,1465000000.0,2301000000.0,11.0,12951000000.0,1.5223986390700313,0.26090649370704966,Medium Debt
EXR,2014,2644562000.0,1737425000.0,2094705000.0,367258000.0,278468000.0,57.0,647155000.0,1.5221157747816452,3.2367902589024267,Medium Debt
RRC,2014,5247175000.0,3457429000.0,3030824000.0,634382000.0,555300000.0,31.0,2042537000.0,1.5176522786151212,1.4838526792905098,Medium Debt
TSO,2012,6451000000.0,4251000000.0,1585000000.0,743000000.0,1621000000.0,2.0,29809000000.0,1.51752528816749,0.05317186084739508,Medium Debt
ABT,2012,40514000000.0,26721000000.0,18085000000.0,5963000000.0,1360000000.0,31.0,19050000000.0,1.516185771490588,0.9493438320209974,Medium Debt
AAPL,2016,193437000000.0,128249000000.0,75427000000.0,45687000000.0,60024000000.0,21.0,215639000000.0,1.5082924623193943,0.3497836662199324,Medium Debt
WY,2014,7961000000.0,5304000000.0,4891000000.0,1826000000.0,1320000000.0,25.0,7403000000.0,1.5009426847662142,0.6606781034715656,Medium Debt
LH,2012,4077600000.0,2717400000.0,2175000000.0,583100000.0,1023500000.0,10.0,5671400000.0,1.5005519982336057,0.3835031914518461,Medium Debt
RRC,2015,4140373000.0,2759658000.0,2651303000.0,-713685000.0,-872936000.0,60.0,1181704000.0,1.500321054275566,2.2436269996547358,Medium Debt
RCL,2014,12428831000.0,8284359000.0,7644318000.0,764146000.0,941859000.0,9.0,8073855000.0,1.5002767262983172,0.9467990197990922,Medium Debt
WMT,2015,122096000000.0,81394000000.0,43495000000.0,16363000000.0,27147000000.0,3.0,485651000000.0,1.5000614295894046,0.08956019857881482,Medium Debt
GPC,2014,4944990000.0,3301248000.0,500000000.0,711286000.0,1124226000.0,5.0,15341647000.0,1.4979153338373852,0.032591024940151474,Medium Debt
BSX,2012,10284000000.0,6870000000.0,4252000000.0,-4068000000.0,-3868000000.0,56.0,7249000000.0,1.496943231441048,0.5865636639536488,Medium Debt
UDR,2014,4093631000.0,2735097000.0,3565299000.0,154334000.0,126764000.0,19.0,818046000.0,1.4967041388294455,4.3583111463169555,Medium Debt
SYY,2014,7874418000.0,5266695000.0,2357330000.0,931533000.0,1587122000.0,2.0,46516712000.0,1.4951346147821356,0.0506770555924073,Medium Debt
MMC,2012,9746000000.0,6542000000.0,2918000000.0,1176000000.0,1829000000.0,10.0,11924000000.0,1.4897584836441455,0.24471653807447166,Medium Debt
MAT,2015,3919435000.0,2633254000.0,1800000000.0,369416000.0,540922000.0,6.0,5702613000.0,1.4884378795209274,0.31564477547398007,Medium Debt
FISV,2012,5080000000.0,3417000000.0,3228000000.0,611000000.0,1048000000.0,14.0,4436000000.0,1.4866842259291777,0.7276825969341749,Medium Debt
CVS,2015,55241000000.0,37196000000.0,26267000000.0,5237000000.0,9454000000.0,3.0,153290000000.0,1.4851328099795678,0.17135494813751712,Medium Debt
BWA,2015,5272000000.0,3553700000.0,2108900000.0,609700000.0,939700000.0,8.0,8023200000.0,1.4835242141992853,0.2628502343204706,Medium Debt
PVH,2014,6460600000.0,4364300000.0,3438700000.0,439000000.0,613100000.0,5.0,8241200000.0,1.4803290332928534,0.4172571955540455,Medium Debt
CHK,2013,23642000000.0,15995000000.0,12886000000.0,724000000.0,2069000000.0,4.0,19080000000.0,1.478086902156924,0.6753668763102726,Medium Debt
CXO,2012,5123241000.0,3466196000.0,3101103000.0,431689000.0,850563000.0,24.0,1819814000.0,1.478058655655941,1.7040769001667204,Medium Debt
KSS,2015,8115000000.0,5491000000.0,4581000000.0,673000000.0,1553000000.0,4.0,19204000000.0,1.4778728828992898,0.23854405332222453,Medium Debt
WMT,2016,119035000000.0,80546000000.0,44030000000.0,14694000000.0,24105000000.0,3.0,482130000000.0,1.4778511657934597,0.0913239167859291,Medium Debt
ANTM,2012,35152700000.0,23802700000.0,14977900000.0,2655500000.0,3858300000.0,4.0,61497200000.0,1.4768366613871535,0.24355417807640023,Medium Debt
UNP,2014,31183000000.0,21189000000.0,10952000000.0,5180000000.0,8753000000.0,22.0,23988000000.0,1.471659823493322,0.4565616141404035,Medium Debt
HAR,2015,3491287000.0,2374613000.0,1080667000.0,342680000.0,469594000.0,6.0,6155297000.0,1.4702551531554826,0.17556699538625026,Medium Debt
HAR,2016,3601569000.0,2452473000.0,1316506000.0,361734000.0,580027000.0,5.0,6911676000.0,1.468545831085602,0.19047565308327533,Medium Debt
VLO,2012,26445000000.0,18032000000.0,6463000000.0,2083000000.0,5044000000.0,2.0,138393000000.0,1.4665594498669032,0.046700338889972756,Medium Debt
SWK,2014,9420000000.0,6429100000.0,3839800000.0,760900000.0,1248400000.0,7.0,11338600000.0,1.465212860275933,0.3386485103981091,Medium Debt
SLG,2014,10159213000.0,6937374000.0,7814609000.0,518056000.0,492363000.0,34.0,1519978000.0,1.4644176600540781,5.141264544618409,Medium Debt
BBBY,2014,4015803000.0,2743190000.0,1500000000.0,957474000.0,1554293000.0,8.0,11881176000.0,1.4639171912991809,0.12625012877513134,Medium Debt
BDX,2014,7395000000.0,5053000000.0,3768000000.0,1185000000.0,1606000000.0,14.0,8446000000.0,1.4634870374035227,0.4461283447785934,Medium Debt
HRB,2015,2682471000.0,1832949000.0,505298000.0,473663000.0,794666000.0,15.0,3078658000.0,1.463472797115468,0.16412930569098613,Medium Debt
MKC,2014,2622100000.0,1792200000.0,1014100000.0,437900000.0,603000000.0,10.0,4243200000.0,1.4630621582412677,0.23899415535444948,Medium Debt
NEM,2013,14614000000.0,9993000000.0,6145000000.0,-2534000000.0,-3652000000.0,30.0,8414000000.0,1.4624236965876114,0.7303304017114334,Medium Debt
NFX,2014,5687000000.0,3893000000.0,2874000000.0,900000000.0,575000000.0,39.0,2288000000.0,1.4608271256100693,1.256118881118881,Medium Debt
DLR,2014,5648528000.0,3878256000.0,4147176000.0,200183000.0,258666000.0,12.0,1616438000.0,1.4564608421929857,2.5656263958159857,Medium Debt
IVZ,2014,12124000000.0,8326000000.0,1576800000.0,988100000.0,1276900000.0,19.0,5147100000.0,1.4561614220514052,0.3063472635076062,Medium Debt
GD,2013,20993000000.0,14501000000.0,3908000000.0,2357000000.0,3689000000.0,8.0,30930000000.0,1.4476932625336183,0.12634982217911414,Medium Debt
PDCO,2016,2079058000.0,1441746000.0,1022155000.0,187184000.0,347713000.0,3.0,5386703000.0,1.4420418020927404,0.18975521761641584,Medium Debt
SYY,2013,7486398000.0,5191810000.0,2639986000.0,992427000.0,1658478000.0,2.0,44411233000.0,1.441963014825273,0.05944410505333189,Medium Debt
DOV,2014,5329566000.0,3700725000.0,2253041000.0,775235000.0,1215484000.0,10.0,7752728000.0,1.440141053442231,0.2906126720813628,Medium Debt
LLY,2015,20978600000.0,14571300000.0,7972400000.0,2408400000.0,2790000000.0,12.0,19958700000.0,1.439720546553842,0.39944485362273097,Medium Debt
HUM,2014,13881000000.0,9646000000.0,4159000000.0,1147000000.0,2362000000.0,2.0,48500000000.0,1.439042089985486,0.08575257731958763,Medium Debt
VTR,2014,12485729000.0,8680184000.0,10844351000.0,477001000.0,644069000.0,17.0,2772550000.0,1.438417549674062,3.9113274783141874,Medium Debt
KMI,2014,48973000000.0,34076000000.0,40097000000.0,1026000000.0,4448000000.0,6.0,16226000000.0,1.4371698556168564,2.4711574017009736,Medium Debt
FDX,2015,21538000000.0,14993000000.0,7249000000.0,1050000000.0,1867000000.0,2.0,47453000000.0,1.4365370506236244,0.15276167997808357,Medium Debt
SBUX,2016,8445500000.0,5884000000.0,3202200000.0,2817700000.0,4171900000.0,13.0,21315900000.0,1.4353331067301156,0.15022588771761924,Medium Debt
NTAP,2014,5427300000.0,3786500000.0,990100000.0,638000000.0,734000000.0,10.0,6325000000.0,1.4333289317311502,0.15653754940711462,Medium Debt
AAPL,2015,170990000000.0,119355000000.0,53329000000.0,53394000000.0,71230000000.0,23.0,233715000000.0,1.432616982950023,0.22817962047793253,Medium Debt
SWK,2013,9735900000.0,6799200000.0,3799400000.0,469700000.0,755500000.0,4.0,10889500000.0,1.4319184609954112,0.3489049083979981,Medium Debt
VLO,2013,27800000000.0,19460000000.0,6261000000.0,2720000000.0,3957000000.0,2.0,138074000000.0,1.4285714285714286,0.04534524964873908,Medium Debt
EQT,2013,5757265000.0,4034788000.0,2490354000.0,390572000.0,632152000.0,21.0,1859177000.0,1.4269064446508715,1.339492689507239,Medium Debt
NEM,2014,14642000000.0,10274000000.0,6480000000.0,508000000.0,710000000.0,7.0,7292000000.0,1.4251508662643566,0.8886450905101481,Medium Debt
UDR,2013,3996074000.0,2811648000.0,3523703000.0,44812000.0,116920000.0,6.0,758926000.0,1.4212568571883821,4.643012625736897,Medium Debt
DISCA,2013,8783000000.0,6196000000.0,6482000000.0,1075000000.0,1975000000.0,19.0,5535000000.0,1.4175274370561652,1.171093044263776,Medium Debt
BCR,2013,2952900000.0,2088200000.0,1405700000.0,689800000.0,639100000.0,23.0,3049500000.0,1.4140886888229096,0.4609608132480735,Medium Debt
APD,2014,10413300000.0,7365800000.0,4824500000.0,991700000.0,1339100000.0,9.0,10439000000.0,1.4137364576828042,0.46216112654468816,Medium Debt
TJX,2014,5971129000.0,4229893000.0,1274216000.0,2137396000.0,3350570000.0,8.0,27422696000.0,1.4116501292113064,0.046465745016463736,Medium Debt
BDX,2013,7106000000.0,5043000000.0,3763000000.0,1293000000.0,1254000000.0,16.0,8054000000.0,1.4090818956970057,0.4672212565185001,Medium Debt
MDLZ,2014,39021000000.0,27750000000.0,13821000000.0,2184000000.0,3242000000.0,6.0,34244000000.0,1.406162162162162,0.4036035509870342,Medium Debt
PH,2015,7174995000.0,5104287000.0,2723960000.0,1012140000.0,1511753000.0,8.0,12711744000.0,1.40568016649534,0.21428688305868968,Medium Debt
ANTM,2013,34809300000.0,24765200000.0,14491600000.0,2489700000.0,3840200000.0,4.0,71023500000.0,1.4055731429586678,0.20403950805015242,Medium Debt
APH,2014,4078500000.0,2907400000.0,2654600000.0,709100000.0,1034600000.0,13.0,5345500000.0,1.402799752356057,0.49660462070900757,Medium Debt
UHS,2014,5238497000.0,3735946000.0,3210215000.0,545343000.0,1063305000.0,7.0,8205088000.0,1.40218755838548,0.39124687023466415,Medium Debt
KSS,2013,8379000000.0,5978000000.0,4722000000.0,889000000.0,1742000000.0,5.0,19031000000.0,1.401639344262295,0.24812148599653197,Medium Debt
KMI,2015,48985000000.0,35119000000.0,42406000000.0,253000000.0,2447000000.0,2.0,14403000000.0,1.3948290099376406,2.944247726168159,Medium Debt
CELG,2013,7788300000.0,5589900000.0,4196500000.0,1449900000.0,1808900000.0,22.0,6493900000.0,1.3932807384747492,0.6462218389565593,Medium Debt
KSS,2014,8342000000.0,5991000000.0,4638000000.0,867000000.0,1689000000.0,5.0,19023000000.0,1.3924219662827575,0.24381012458602744,Medium Debt
APD,2015,10085500000.0,7249000000.0,3949100000.0,1277900000.0,1708300000.0,13.0,9894900000.0,1.391295351082908,0.3991045892328371,Medium Debt
EMR,2014,14058000000.0,10119000000.0,3559000000.0,2184000000.0,3387000000.0,12.0,17733000000.0,1.389267714201008,0.20069926126430948,Medium Debt
HAL,2015,21480000000.0,15462000000.0,14687000000.0,-671000000.0,-165000000.0,3.0,23633000000.0,1.3892122623205276,0.621461515677231,Medium Debt
MAC,2015,6543162000.0,4715414000.0,5102424000.0,487562000.0,296448000.0,38.0,1288149000.0,1.387611352894995,3.961051089586686,Medium Debt
RCL,2012,11519181000.0,8308749000.0,6970464000.0,18287000.0,403110000.0,0.0,7688024000.0,1.3863917420059266,0.9066652237297906,Medium Debt
CRM,2013,3211323000.0,2317633000.0,0.0,-270445000.0,-110710000.0,9.0,3050195000.0,1.3856046233376897,0.0,Medium Debt
HUM,2015,14332000000.0,10346000000.0,4394000000.0,1276000000.0,2347000000.0,2.0,54289000000.0,1.3852696694374638,0.08093720643224225,Medium Debt
LVLT,2015,14019000000.0,10126000000.0,10994000000.0,3433000000.0,1331000000.0,42.0,8229000000.0,1.3844558562117322,1.336006805201118,Medium Debt
NTAP,2013,6524900000.0,4717500000.0,994600000.0,505300000.0,607800000.0,8.0,6332400000.0,1.3831266560678326,0.1570652517213063,Medium Debt
MMM,2014,18100000000.0,13109000000.0,6705000000.0,4956000000.0,7135000000.0,16.0,31821000000.0,1.3807307956365855,0.21070990855095692,Medium Debt
PVH,2012,4479118000.0,3252569000.0,2211642000.0,433800000.0,654900000.0,7.0,6043000000.0,1.3771016079904839,0.36598411385073637,Medium Debt
IDXX,2013,712330000.0,518186000.0,150359000.0,187800000.0,266762000.0,14.0,1377058000.0,1.3746608360704458,0.10918857448270153,Medium Debt
SJM,2015,9719400000.0,7086900000.0,5944900000.0,344900000.0,772000000.0,6.0,5692700000.0,1.3714600177792828,1.0443023521351906,Medium Debt
BAX,2015,12129000000.0,8846000000.0,3935000000.0,968000000.0,449000000.0,10.0,9968000000.0,1.3711281935338007,0.39476324237560195,Medium Debt
TSN,2015,13278000000.0,9691000000.0,5975000000.0,1220000000.0,2169000000.0,3.0,41373000000.0,1.37013724073883,0.14441785705653445,Medium Debt
WRK,2016,13309400000.0,9728800000.0,5496300000.0,-389900000.0,430300000.0,3.0,14171800000.0,1.3680412795000412,0.38783358500684456,Medium Debt
DLTR,2013,1601200000.0,1170700000.0,757000000.0,596700000.0,970300000.0,8.0,7840300000.0,1.3677287093192108,0.0965524278407714,Medium Debt
ETN,2012,20632000000.0,15113000000.0,9765000000.0,1217000000.0,1530000000.0,7.0,16311000000.0,1.3651822933897968,0.5986757402979584,Medium Debt
DOV,2015,4961501000.0,3644575000.0,2603655000.0,869829000.0,920762000.0,13.0,6956311000.0,1.3613387020434482,0.37428674479907525,Medium Debt
LLY,2014,20919500000.0,15373200000.0,5332800000.0,2390500000.0,3000300000.0,12.0,19615600000.0,1.3607771966799365,0.27186525010705764,Medium Debt
XRX,2013,16736000000.0,12300000000.0,6904000000.0,1159000000.0,1243000000.0,6.0,20006000000.0,1.360650406504065,0.3450964710586824,Medium Debt
MAA,2014,3931254000.0,2890524000.0,3526091000.0,156277000.0,230233000.0,16.0,992332000.0,1.3600489046276731,3.5533379957514217,Medium Debt
EA,2014,3294000000.0,2422000000.0,580000000.0,8000000.0,33000000.0,0.0,3575000000.0,1.3600330305532617,0.16223776223776223,Medium Debt
EQR,2012,9911187000.0,7289813000.0,8529244000.0,841719000.0,514093000.0,48.0,1747502000.0,1.3595941349935863,4.880820737258097,Medium Debt
LOW,2012,18809000000.0,13857000000.0,9030000000.0,1959000000.0,3560000000.0,4.0,50521000000.0,1.357364508912463,0.17873755468023197,Medium Debt
DVN,2014,29098000000.0,21539000000.0,9830000000.0,1607000000.0,4698000000.0,8.0,20638000000.0,1.3509447978086262,0.4763058435894951,Medium Debt
PFE,2014,96265000000.0,71301000000.0,35894000000.0,9135000000.0,13249000000.0,18.0,49605000000.0,1.3501213166715755,0.7235964116520512,Medium Debt
PVH,2015,6144100000.0,4552300000.0,3054300000.0,572400000.0,743900000.0,7.0,8020300000.0,1.3496693978867824,0.38082116629053775,Medium Debt
DRI,2016,2630600000.0,1952000000.0,440000000.0,375000000.0,622200000.0,5.0,6933500000.0,1.3476434426229509,0.0634600129804572,Medium Debt
UNP,2013,28506000000.0,21225000000.0,8872000000.0,4388000000.0,7446000000.0,20.0,21963000000.0,1.3430388692579505,0.40395210126121206,Medium Debt
LLL,2013,8026000000.0,5981000000.0,3630000000.0,751000000.0,1117000000.0,7.0,11420000000.0,1.3419160675472328,0.3178633975481611,Medium Debt
ROK,2014,3566200000.0,2658100000.0,900400000.0,826800000.0,1183800000.0,12.0,6623500000.0,1.3416350024453556,0.13594021287838756,Medium Debt
MDLZ,2012,43201000000.0,32276000000.0,15574000000.0,3067000000.0,3637000000.0,9.0,35015000000.0,1.3384868013384559,0.4447808082250464,Medium Debt
MCHP,2015,2736059000.0,2044654000.0,1826858000.0,369009000.0,425620000.0,17.0,2147036000.0,1.3381525676226882,0.8508744147746009,Medium Debt
EFX,2012,2586900000.0,1933200000.0,1447400000.0,272100000.0,480000000.0,13.0,2073000000.0,1.3381440099317194,0.6982151471297636,Medium Debt
IFF,2015,2126464000.0,1590318000.0,937844000.0,419247000.0,588347000.0,14.0,3023189000.0,1.3371313158751899,0.31021679425269144,Medium Debt
SYMC,2014,7742000000.0,5797000000.0,2095000000.0,898000000.0,144000000.0,21.0,4183000000.0,1.3355183715715024,0.5008367200573751,Medium Debt
EMR,2013,14126000000.0,10585000000.0,4055000000.0,2004000000.0,3414000000.0,8.0,24669000000.0,1.3345299952763345,0.16437634277838584,Medium Debt
CHK,2014,22546000000.0,16903000000.0,11154000000.0,1917000000.0,3477000000.0,8.0,23125000000.0,1.3338460628290836,0.48233513513513515,Medium Debt
NBL,2015,13826000000.0,10370000000.0,7976000000.0,-2441000000.0,-2472000000.0,77.0,3183000000.0,1.3332690453230474,2.5058121269242855,Medium Debt
TSS,2013,2105491000.0,1581077000.0,1435751000.0,256597000.0,382500000.0,12.0,2064305000.0,1.3316815057078182,0.6955130176984505,Medium Debt
LLY,2012,19625000000.0,14765200000.0,5519400000.0,4088600000.0,5408200000.0,18.0,22603400000.0,1.3291387857936228,0.24418450321633028,Medium Debt
TSN,2016,12765000000.0,9608000000.0,6200000000.0,1768000000.0,2833000000.0,5.0,36881000000.0,1.3285803497085762,0.16810824001518396,Medium Debt
MPC,2012,15529000000.0,11694000000.0,3342000000.0,3389000000.0,5098000000.0,4.0,82243000000.0,1.327945955190696,0.04063567720049123,Medium Debt
VTR,2015,12697591000.0,9564327000.0,11206996000.0,419222000.0,732148000.0,13.0,3285346000.0,1.327599004090931,3.411207221400729,Medium Debt
MAC,2014,7481658000.0,5640120000.0,6003361000.0,1499042000.0,255190000.0,136.0,1105247000.0,1.3265068828322801,5.431691739493525,Medium Debt
MAA,2013,3895114000.0,2946811000.0,3492733000.0,119279000.0,117328000.0,19.0,635490000.0,1.3218065223728295,5.496125824167178,Medium Debt
PSX,2012,27298000000.0,20775000000.0,6961000000.0,4124000000.0,3312000000.0,2.0,179290000000.0,1.3139831528279182,0.03882536672430141,Medium Debt
MCD,2012,20092900000.0,15293600000.0,13632500000.0,5464800000.0,8604600000.0,20.0,27567000000.0,1.3138110059109693,0.49452243624623643,Medium Debt
HD,2012,23307000000.0,17777000000.0,9475000000.0,4535000000.0,7766000000.0,6.0,74754000000.0,1.311076109579794,0.1267490702838644,Medium Debt
SRCL,2014,2478290000.0,1895012000.0,1527246000.0,326456000.0,556336000.0,13.0,2555601000.0,1.3077964677796237,0.5976073729819327,Medium Debt
APH,2015,4219900000.0,3238500000.0,2813200000.0,763500000.0,1104700000.0,14.0,5568700000.0,1.3030415315732593,0.5051807423635678,Medium Debt
MKC,2013,2517200000.0,1932500000.0,1019000000.0,389000000.0,550500000.0,9.0,4123400000.0,1.302561448900388,0.24712615802493088,Medium Debt
MTD,2013,1217767000.0,935052000.0,395960000.0,306094000.0,428523000.0,13.0,2378972000.0,1.3023521686494441,0.16644163949806892,Medium Debt
HAR,2014,2333012000.0,1792578000.0,519407000.0,234692000.0,329727000.0,4.0,5348483000.0,1.3014842310906416,0.09711295707586619,Medium Debt
SRCL,2012,2004945000.0,1541793000.0,1268303000.0,267996000.0,468836000.0,14.0,1913149000.0,1.3003983024958603,0.6629400010140349,Medium Debt
KSS,2012,7857000000.0,6048000000.0,4448000000.0,986000000.0,1890000000.0,5.0,19279000000.0,1.2991071428571428,0.23071736085896571,Medium Debt
IFF,2014,1971932000.0,1518561000.0,934232000.0,414543000.0,592321000.0,13.0,3088533000.0,1.2985530380406187,0.3024840595842751,Medium Debt
IVZ,2013,10877900000.0,8392600000.0,1588600000.0,940300000.0,1120200000.0,20.0,4644600000.0,1.2961299239806496,0.34203160659690823,Medium Debt
HCP,2015,12106206000.0,9343643000.0,10671571000.0,-559235000.0,481098000.0,31.0,1828305000.0,1.2956623021662963,5.836865840218126,Medium Debt
GPC,2013,4331223000.0,3349074000.0,500000000.0,684959000.0,1049244000.0,5.0,14077843000.0,1.293259868250149,0.035516804669578995,Medium Debt
SLG,2013,8433596000.0,6525405000.0,6747579000.0,135371000.0,428956000.0,10.0,1371065000.0,1.2924249146221576,4.9214143749566945,Medium Debt
DGX,2014,5556000000.0,4301000000.0,3224000000.0,556000000.0,983000000.0,7.0,7435000000.0,1.2917926063706116,0.43362474781439136,Medium Debt
UDR,2012,3866187000.0,2992916000.0,3409333000.0,212177000.0,67260000.0,30.0,716612000.0,1.2917793215713371,4.757571740356009,Medium Debt
MAA,2015,3855684000.0,2992097000.0,3437926000.0,350745000.0,288131000.0,34.0,1042779000.0,1.288622661631625,3.2968884106795397,Medium Debt
MCD,2013,20616600000.0,16009700000.0,14129800000.0,5585900000.0,8764300000.0,20.0,28105700000.0,1.2877567974415511,0.5027378787932697,Medium Debt
PFE,2012,104538000000.0,81260000000.0,37617000000.0,14570000000.0,15264000000.0,27.0,54657000000.0,1.2864632045286735,0.6882375542016577,Medium Debt
PNR,2014,5991400000.0,4663800000.0,2997400000.0,214900000.0,851900000.0,3.0,7039000000.0,1.2846605772117157,0.4258275323199318,Medium Debt
GILD,2012,11937246000.0,9302592000.0,7054555000.0,2592000000.0,4010000000.0,27.0,9702000000.0,1.2832171936595735,0.7271237889095032,Medium Debt
ILMN,2014,1876842000.0,1462798000.0,986780000.0,353351000.0,514711000.0,19.0,1861358000.0,1.2830493342211295,0.5301398226456168,Medium Debt
SJM,2016,8975600000.0,7008500000.0,5146000000.0,688700000.0,1145300000.0,9.0,7811200000.0,1.280673467931797,0.658797623924621,Medium Debt
MU,2016,15460000000.0,12080000000.0,9154000000.0,-276000000.0,168000000.0,2.0,12399000000.0,1.2798013245033113,0.7382853455923865,Medium Debt
MAT,2014,3772912000.0,2949071000.0,2100000000.0,498874000.0,653714000.0,8.0,6023819000.0,1.2793561090933383,0.34861605237474763,Medium Debt
RCL,2013,11264682000.0,8808265000.0,6511426000.0,473692000.0,798148000.0,6.0,7959894000.0,1.2788763734969373,0.818029235062678,Medium Debt
MRK,2015,57103000000.0,44676000000.0,23929000000.0,4442000000.0,6928000000.0,11.0,39498000000.0,1.2781582952815829,0.6058281431971239,Medium Debt
IFF,2013,1864680000.0,1463072000.0,932665000.0,353544000.0,516339000.0,12.0,2952896000.0,1.2744964020909428,0.31584756117384427,Medium Debt
SNI,2012,2317874000.0,1820924000.0,1384216000.0,681478000.0,914373000.0,30.0,2307182000.0,1.2729108957869741,0.5999596044005198,Medium Debt
BMY,2014,18897000000.0,14852000000.0,7242000000.0,2004000000.0,2591000000.0,13.0,15879000000.0,1.2723538917317534,0.4560740600793501,Medium Debt
XYL,2014,2706000000.0,2127000000.0,1195000000.0,337000000.0,463000000.0,9.0,3916000000.0,1.2722143864598026,0.30515832482124616,Medium Debt
GPC,2012,3809174000.0,2997887000.0,250000000.0,648041000.0,1015131000.0,5.0,13013868000.0,1.2706196064094477,0.019210276299098775,Medium Debt
PSX,2013,27848000000.0,21950000000.0,6131000000.0,3726000000.0,2548000000.0,2.0,171596000000.0,1.2687015945330296,0.03572927107857992,Medium Debt
EBAY,2014,25226000000.0,19906000000.0,6777000000.0,46000000.0,2476000000.0,1.0,8790000000.0,1.2672561036873304,0.7709897610921501,Medium Debt
UHS,2015,5384466000.0,4249647000.0,3387303000.0,680528000.0,1259395000.0,8.0,9043451000.0,1.2670384151907206,0.37455867234753637,Medium Debt
DGX,2013,5000000000.0,3948000000.0,3120000000.0,849000000.0,1475000000.0,12.0,7146000000.0,1.2664640324214793,0.436607892527288,Medium Debt
LEG,2012,1812700000.0,1434500000.0,853900000.0,250500000.0,324400000.0,7.0,3414500000.0,1.2636458696409898,0.25008053887831305,Medium Debt
EXR,2013,2218670000.0,1758470000.0,1827057000.0,309931000.0,213483000.0,60.0,520613000.0,1.2617047774485775,3.5094340709893914,Medium Debt
ROK,2013,3259100000.0,2585500000.0,905100000.0,756300000.0,1036100000.0,12.0,6351900000.0,1.260529878166699,0.14249279743069004,Medium Debt
COG,2013,2776478000.0,2204602000.0,1147000000.0,279773000.0,551582000.0,16.0,1746278000.0,1.2594010166007288,0.6568255455316966,Medium Debt
MA,2014,8539000000.0,6790000000.0,1494000000.0,3617000000.0,5106000000.0,38.0,9441000000.0,1.2575846833578792,0.15824594852240229,Medium Debt
XYL,2012,2605000000.0,2074000000.0,1199000000.0,297000000.0,443000000.0,8.0,3791000000.0,1.2560270009643202,0.31627538907939856,Medium Debt
PFE,2013,95794000000.0,76307000000.0,34455000000.0,22003000000.0,15184000000.0,43.0,51584000000.0,1.2553763088576408,0.6679396712158809,Medium Debt
PSX,2014,27102000000.0,21590000000.0,7793000000.0,4762000000.0,3157000000.0,3.0,161212000000.0,1.2553033811949976,0.04834007393990522,Medium Debt
HSIC,2015,3620484000.0,2884256000.0,463752000.0,479058000.0,733972000.0,5.0,10629719000.0,1.2552575083487736,0.04362787012525919,Medium Debt
EL,2015,4572600000.0,3643200000.0,1595100000.0,1088900000.0,1606300000.0,10.0,10780400000.0,1.2551054018445322,0.14796296983414345,Medium Debt
XRAY,2012,2763599000.0,2208698000.0,1222035000.0,314213000.0,381939000.0,11.0,2928429000.0,1.2512344376641804,0.4173005389579191,Medium Debt
O,2012,3016554000.0,2412794000.0,2711853000.0,159152000.0,389242000.0,33.0,484581000.0,1.2502327177537742,5.596284212546509,Medium Debt
KIM,2015,6297871000.0,5046300000.0,5376310000.0,894115000.0,343572000.0,77.0,1166769000.0,1.2480175574183066,4.60786153900215,Medium Debt
